CompensationCurrency,GenderSelect,Country,Age,EmploymentStatus,StudentStatus,LearningDataScience,CodeWriter,CareerSwitcher,CurrentJobTitleSelect,TitleFit,CurrentEmployerType,DataScienceIdentitySelect,FormalEducation,MajorSelect,Tenure,LanguageRecommendationSelect,CompensationAmount,ExchangeRate(USA),CompensationYearUSD,Density
,Male,United States,23,Employed full-time,,,Yes,,Software Developer/Software Engineer,Poorly,Employed by a company that doesn't perform advanced analytics,Yes,Bachelor's degree,Mathematics or statistics,3 to 5 years,Python,61000,,,93.16
,Female,United States,25,Employed full-time,,,Yes,,Researcher,Perfectly,Employed by college or university,Yes,Master's degree,Electrical Engineering,3 to 5 years,Python,,,,93.16
,Male,United States,53,Employed full-time,,,No,Yes,Other,Fine,"Employed by professional services/consulting firm,Employed by company that makes advanced analytic software,Employed by a company that performs advanced analytics",Yes,Master's degree,A humanities discipline,More than 10 years,Python,,,,93.16
,Male,United States,23,Employed part-time,,,Yes,,Researcher,Fine,Employed by college or university,No,Some college/university study without earning a bachelor's degree,Mathematics or statistics,1 to 2 years,Python,10400,,,93.16
,Female,United States,28,Employed full-time,,,Yes,,Data Scientist,Fine,Employed by college or university,,Bachelor's degree,Electrical Engineering,1 to 2 years,Python,,,,93.16
,Male,United States,35,"Independent contractor, freelancer, or self-employed",,,No,No,,,,,,,,,,,,93.16
,Male,United States,40,Employed full-time,,,Yes,,Statistician,Fine,"Employed by a company that performs advanced analytics,Employed by a company that doesn't perform advanced analytics",Yes,Master's degree,Management information systems,3 to 5 years,SQL,150000,,,93.16
,Male,United States,48,Employed full-time,,,No,No,,,,,,,,,,,,93.16
,A different identity,United States,61,Retired,,,Yes,,Scientist/Researcher,Fine,Employed by professional services/consulting firm,Yes,Doctoral degree,Physics,More than 10 years,R,,,,93.16
,Female,United States,34,Employed full-time,,,Yes,,Scientist/Researcher,Perfectly,Employed by college or university,Yes,Master's degree,Other,3 to 5 years,Python,,,,93.16
,Female,United States,26,"Not employed, but looking for work",,,,,,,,Yes,Master's degree,Electrical Engineering,1 to 2 years,Python,,,,93.16
,Male,United States,62,"Independent contractor, freelancer, or self-employed",,,Yes,,Scientist/Researcher,Fine,"Employed by a company that performs advanced analytics,Self-employed",Yes,Doctoral degree,Engineering (non-computer focused),More than 10 years,R,,,,93.16
,Male,United States,19,"Not employed, but looking for work",,,,,,,,Sort of (Explain more),Some college/university study without earning a bachelor's degree,Computer Science,1 to 2 years,Python,,,,93.16
,Male,United States,28,Employed full-time,,,Yes,,Predictive Modeler,Perfectly,Employed by non-profit or NGO,Yes,Doctoral degree,A social science,3 to 5 years,R,57000,,,93.16
,Male,United States,21,"Not employed, but looking for work",,,,,,,,No,Bachelor's degree,Electrical Engineering,1 to 2 years,Python,,,,93.16
,Male,United States,22,Employed full-time,,,No,No,,,,,,,,,,,,93.16
,Male,United States,38,"Not employed, but looking for work",,,,,,,,Sort of (Explain more),Bachelor's degree,Engineering (non-computer focused),1 to 2 years,Python,,,,93.16
,Female,United States,25,Employed full-time,,,Yes,,Predictive Modeler,Fine,Employed by a company that performs advanced analytics,Sort of (Explain more),Bachelor's degree,Mathematics or statistics,1 to 2 years,SQL,92000,,,93.16
,Male,United States,30,"Independent contractor, freelancer, or self-employed",,,No,Yes,Programmer,Perfectly,Self-employed,Sort of (Explain more),Bachelor's degree,Computer Science,3 to 5 years,R,,,,93.16
,Male,United States,62,"Not employed, but looking for work",,,,,,,,Sort of (Explain more),Bachelor's degree,Other,More than 10 years,Other,,,,93.16
,Female,United States,22,Employed part-time,,,No,Yes,Data Scientist,,Employed by college or university,,Some college/university study without earning a bachelor's degree,,Less than a year,R,,,,93.16
,A different identity,United States,25,Employed full-time,,,No,No,,,,,,,,,,,,93.16
,Male,United States,56,Employed full-time,,,No,Yes,Software Developer/Software Engineer,Fine,Employed by professional services/consulting firm,No,Doctoral degree,Mathematics or statistics,More than 10 years,R,,,,93.16
,Male,United States,,Employed full-time,,,Yes,,Data Scientist,Fine,Employed by a company that performs advanced analytics,,Bachelor's degree,Other,6 to 10 years,Python,130000,,,93.16
,Male,United States,70,Retired,,,Yes,,Business Analyst,Poorly,Employed by a company that performs advanced analytics,Sort of (Explain more),Master's degree,Computer Science,More than 10 years,SQL,,,,93.16
,Male,United States,31,Employed full-time,,,No,Yes,Business Analyst,Fine,Employed by professional services/consulting firm,No,Bachelor's degree,A humanities discipline,I don't write code to analyze data,Python,,,,93.16
,Female,United States,23,Employed full-time,,,Yes,,Business Analyst,Poorly,Employed by professional services/consulting firm,Sort of (Explain more),Bachelor's degree,Other,1 to 2 years,Python,70000,,,93.16
,Male,United States,31,Employed full-time,,,No,No,,,,,,,,,,,,93.16
,Male,United States,68,"Independent contractor, freelancer, or self-employed",,,Yes,,Computer Scientist,Fine,Self-employed,Yes,Master's degree,Computer Science,More than 10 years,Python,,,,93.16
,Male,United States,22,"Not employed, but looking for work",,,,,,,,Sort of (Explain more),Master's degree,Computer Science,3 to 5 years,C/C++/C#,,,,93.16
,Male,United States,22,Employed full-time,,,No,Yes,Software Developer/Software Engineer,Fine,Employed by a company that doesn't perform advanced analytics,No,Bachelor's degree,Computer Science,3 to 5 years,Python,,,,93.16
,Male,United States,42,"Independent contractor, freelancer, or self-employed",,,Yes,,Business Analyst,Fine,Self-employed,Sort of (Explain more),Master's degree,A social science,More than 10 years,Python,,,,93.16
,Male,United States,21,"Not employed, but looking for work",,,,,,,,Sort of (Explain more),Some college/university study without earning a bachelor's degree,,1 to 2 years,R,,,,93.16
,Male,United States,25,Employed full-time,,,No,No,,,,,,,,,,,,93.16
,Female,United States,35,"Not employed, and not looking for work",No,"Yes, I'm focused on learning mostly data science skills",,,,,,Sort of (Explain more),Master's degree,Computer Science,,R,,,,93.16
,Male,United States,39,Employed full-time,,,No,No,,,,,,,,,,,,93.16
,Female,United States,32,"Not employed, but looking for work",,,,,,,,Yes,Master's degree,Biology,3 to 5 years,Java,,,,93.16
,Male,United States,29,Employed full-time,,,No,No,,,,,,,,,,,,93.16
,Male,United States,60,Employed full-time,,,Yes,,Software Developer/Software Engineer,Poorly,Employed by a company that performs advanced analytics,Sort of (Explain more),Bachelor's degree,Other,More than 10 years,Java,150000,,,93.16
,Male,United States,49,"Independent contractor, freelancer, or self-employed",,,Yes,,Software Developer/Software Engineer,Fine,Self-employed,Sort of (Explain more),Doctoral degree,Computer Science,6 to 10 years,Python,,,,93.16
,Male,United States,61,"Not employed, but looking for work",,,,,,,,No,Bachelor's degree,Electrical Engineering,Less than a year,R,,,,93.16
,Male,United States,54,I prefer not to say,No,"No, I am not focused on learning data science skills",,,,,,,,,,,,,,93.16
,Male,United States,28,"Not employed, but looking for work",,,,,,,,Yes,Master's degree,Engineering (non-computer focused),1 to 2 years,R,,,,93.16
,Male,United States,47,Employed full-time,,,Yes,,Other,Fine,Employed by professional services/consulting firm,Yes,Bachelor's degree,Mathematics or statistics,More than 10 years,R,,,,93.16
,Male,United States,33,Employed full-time,,,Yes,,Business Analyst,Fine,Employed by a company that doesn't perform advanced analytics,Sort of (Explain more),Master's degree,Electrical Engineering,3 to 5 years,Python,117000,,,93.16
,Female,United States,35,"Not employed, but looking for work",,,,,,,,Yes,Bachelor's degree,Engineering (non-computer focused),3 to 5 years,Python,,,,93.16
,Male,United States,38,Employed full-time,,,No,Yes,Scientist/Researcher,Fine,Employed by government,Sort of (Explain more),Doctoral degree,A humanities discipline,3 to 5 years,Python,,,,93.16
,Male,United States,30,Employed full-time,,,No,Yes,Engineer,Fine,Employed by a company that doesn't perform advanced analytics,No,Master's degree,Engineering (non-computer focused),Less than a year,Python,,,,93.16
,Male,United States,33,Employed full-time,,,Yes,,Data Scientist,Fine,"Employed by professional services/consulting firm,Employed by company that makes advanced analytic software",,Doctoral degree,Computer Science,6 to 10 years,Python,,,,93.16
,Male,United States,60,Employed full-time,,,No,No,,,,,,,,,,,,93.16
,Male,United States,32,Employed full-time,,,No,Yes,Programmer,Fine,Employed by a company that doesn't perform advanced analytics,No,Bachelor's degree,Other,I don't write code to analyze data,Python,,,,93.16
,Male,United States,34,Employed full-time,,,No,No,,,,,,,,,,,,93.16
,Male,United States,26,Employed full-time,,,Yes,,Scientist/Researcher,Perfectly,Employed by college or university,Yes,Doctoral degree,Electrical Engineering,3 to 5 years,Python,,,,93.16
,Male,United States,26,Employed full-time,,,Yes,,Data Scientist,Perfectly,Employed by a company that performs advanced analytics,,Master's degree,,1 to 2 years,,,,,93.16
,Male,United States,59,Employed full-time,,,Yes,,Scientist/Researcher,Fine,Employed by a company that doesn't perform advanced analytics,Yes,Doctoral degree,Other,More than 10 years,Python,,,,93.16
,Male,United States,24,"Not employed, but looking for work",,,,,,,,No,Master's degree,Electrical Engineering,1 to 2 years,Python,,,,93.16
,Male,United States,29,Employed full-time,,,Yes,,Machine Learning Engineer,Fine,Employed by a company that performs advanced analytics,No,Bachelor's degree,Physics,3 to 5 years,Python,74000,,,93.16
,Male,United States,38,Employed full-time,,,No,Yes,Business Analyst,Poorly,Employed by government,Sort of (Explain more),Bachelor's degree,Management information systems,3 to 5 years,Python,,,,93.16
,Female,United States,41,Employed full-time,,,No,Yes,Other,Fine,Employed by company that makes advanced analytic software,Sort of (Explain more),Bachelor's degree,Mathematics or statistics,6 to 10 years,SQL,,,,93.16
,Female,United States,20,"Not employed, but looking for work",,,,,,,,Sort of (Explain more),Some college/university study without earning a bachelor's degree,Computer Science,Less than a year,Java,,,,93.16
,Female,United States,38,"Not employed, but looking for work",,,,,,,,Sort of (Explain more),Bachelor's degree,Computer Science,1 to 2 years,Python,,,,93.16
,Male,United States,61,Employed full-time,,,No,Yes,Other,Fine,Employed by professional services/consulting firm,Sort of (Explain more),Master's degree,Management information systems,I don't write code to analyze data,Python,,,,93.16
,Male,United States,34,Employed full-time,,,No,Yes,Scientist/Researcher,Fine,Employed by a company that doesn't perform advanced analytics,No,Bachelor's degree,Other,1 to 2 years,Python,,,,93.16
,Male,United States,45,"Independent contractor, freelancer, or self-employed",,,Yes,,Other,Poorly,Self-employed,Sort of (Explain more),Master's degree,Engineering (non-computer focused),More than 10 years,Python,,,,93.16
,Male,United States,34,Employed full-time,,,Yes,,Researcher,Fine,Employed by professional services/consulting firm,No,Bachelor's degree,A humanities discipline,Less than a year,R,,,,93.16
,Female,United States,30,Employed full-time,,,No,Yes,Researcher,Poorly,Employed by college or university,Sort of (Explain more),Bachelor's degree,A social science,Less than a year,Other,,,,93.16
,Male,United States,26,"Not employed, but looking for work",,,,,,,,No,Bachelor's degree,Computer Science,1 to 2 years,Python,,,,93.16
,Male,United States,25,"Not employed, and not looking for work",No,"Yes, I'm focused on learning mostly data science skills",,,,,,Yes,Master's degree,"Information technology, networking, or system administration",,R,,,,93.16
,Female,United States,42,"Not employed, but looking for work",,,,,,,,Yes,Master's degree,Mathematics or statistics,3 to 5 years,R,,,,93.16
,Male,United States,57,Employed full-time,,,Yes,,Other,Perfectly,Employed by college or university,Sort of (Explain more),Doctoral degree,A humanities discipline,1 to 2 years,Python,114000,,,93.16
,Male,United States,20,"Not employed, and not looking for work",Yes,"Yes, but data science is a small part of what I'm focused on learning",,,,,,No,Some college/university study without earning a bachelor's degree,,,Python,,,,93.16
,Male,United States,33,"Not employed, but looking for work",,,,,,,,No,Bachelor's degree,Other,Less than a year,Python,,,,93.16
,Female,United States,24,Employed full-time,,,No,Yes,Business Analyst,Fine,Employed by a company that performs advanced analytics,No,Bachelor's degree,,1 to 2 years,Python,,,,93.16
,Male,United States,67,Retired,,,No,No,,,,,,,,,,,,93.16
,Male,United States,38,Employed full-time,,,No,No,,,,,,,,,,,,93.16
,Female,United States,26,Employed full-time,,,No,Yes,Other,Perfectly,Employed by college or university,Sort of (Explain more),Bachelor's degree,Psychology,I don't write code to analyze data,R,,,,93.16
,Female,United States,27,Employed part-time,,,No,Yes,Other,Fine,Employed by college or university,Yes,Master's degree,Computer Science,Less than a year,C/C++/C#,,,,93.16
